"projectID","projectAcronym","organisationID","vatNumber","name","shortName","SME","activityType","street","postCode","city","country","nutsCode","geolocation","organizationURL","contactForm","contentUpdateDate","rcn","order","role","ecContribution","netEcContribution","totalCost","endOfParticipation","active"
101004362,"NextOcean",892369640,"PT600086402","SECRETARIA REGIONAL DO MAR E DAS PESCAS","","false","PUB","RUA CONSUL DABNEY COLONIA ALEMA, APARTADO 9","9900-014","Horta","PT","PT200","38.5368032,-28.630109","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892369640/101004362","2024-10-14 12:26:49",1971497,7,"participant",0,0,"0","true",""
754517,"PRESTIGE-AF",917291365,"IT02101050546","AZIENDA OSPEDALIERA DI PERUGIA","","false","PUB","S ANDREA DELLE FRATTE","06156","Perugia","IT","ITI21","43.1119613,12.3890104","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/917291365/754517","2024-12-18 15:37:33",3146161,9,"participant",115012.5,115012.5,"115012,5","false",""
754517,"PRESTIGE-AF",997381064,"DK29190941","REGION NORDJYLLAND (NORTH DENMARK REGION)","NORTH DENMARK REGION","false","PUB","Niels Bohrs Vej  30","9220","Aalborg","DK","DK050","57.017334,9.985746","http://www.rn.dk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997381064/754517","2024-12-18 15:37:33",1909011,10,"participant",112500,112500,"112500","false",""
822401,"FOCUS",924310188,"","LANSSTYRELSEN SKANE","","false","PUB","SODERGATEN 5","205 15","Malmo","SE","SE224","","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/924310188/822401","2023-07-11 13:47:41",1971255,1,"thirdParty",0,0,"0","true",""
768735,"PLUG-N-HARVEST",967094463,"GB666583393","COUNTY COUNCIL OF THE CITY AND COUNTY OF CARDIFF","CITY OF CARDIFF COUNCIL","false","PUB","COUNTY HALL ATLANTIC WHARF","CF10 4UW","Cardiff","UK","UKL22","51.4816546,-3.1791934","http://www.cardiff.gov.uk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/967094463/768735","2024-02-01 17:26:49",2209594,13,"participant",356750,356750,"356750","false",""
768735,"PLUG-N-HARVEST",972370390,"ESQ0801820B","AGENCIA DE L'HABITATGE DE CATALUNYA","AHC","false","PUB","CALLE DE LA DIPUTACIO 92","08015","Barcelona","ES","ES511","41.3808626,2.1546055","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972370390/768735","2024-02-01 17:26:49",2635012,11,"participant",414427.28,414427.28,"414427,28","false",""
768735,"PLUG-N-HARVEST",950971414,"","PERIFEREIA DYTIKHS MAKEDONIAS","REGION OF WESTERN MACEDONIA","false","PUB","ZEP Area","501 00","KOZANI","EL","EL531","40.300386400266916,21.788852975970062","https://www.pdm.gov.gr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950971414/768735","2024-02-01 17:26:49",1918145,12,"participant",304343.75,304343.75,"304343,75","false",""
769052,"MEISTER",905662714,"","SENATSVERWALTUNG FUR MOBILITAT, VERKEHR, KLIMASCHUTZ UND UMWELT","Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt","false","PUB","AM KOELLNISCHEN PARK 3","10179","Berlin","DE","DE300","52.5132378,13.4159972","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905662714/769052","2022-09-10 00:52:13",1958280,11,"participant",385920.09,385920.09,"385920,09","false",""
769052,"MEISTER",996559183,"SE212000014201","STOCKHOLMS STAD","STOCKHOLMS STAD CITY OF STOCKHOLM","false","PUB","STADSHUSET/REDOVISNINGSENHETEN","105 35","Stockholm","SE","SE110","59.3325648,18.0480469","https://www.stockholm.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996559183/769052","2022-09-10 00:52:13",1924811,12,"participant",224115,224115,"224115","false",""
769052,"MEISTER",997186676,"SE212000135501","GOTEBORGS KOMMUN","GOTEBORGS STAD CITY OF GOTHENBURG","false","PUB","GOTEBORGS STAD","404 82","GOTEBORG","SE","SE232","57.7074019,11.9628051028264","http://www.goteborg.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997186676/769052","2022-09-10 00:52:13",1920228,8,"participant",44635,44635,"44635","true",""
769052,"MEISTER",983310438,"ESP2906700F","AYUNTAMIENTO DE MALAGA","","false","PUB","AVENIDA CERVANTES 4","29016","Malaga","ES","ES617","36.8271325,-4.7047704","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983310438/769052","2022-09-10 00:52:13",1924547,2,"participant",598093.74,245791.9,"664808,72","false",""
883371,"RESPOND-A",898888234,"","UPRAVA POMORSKE SIGURNOSTI I UPRAVLJANJA LUKAMA","","false","PUB","MARSALA TITA 7","85000","Bar","ME","ME000","42.09672889941302,19.093890263509092","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/898888234/883371","2023-12-28 13:26:14",1964321,28,"participant",35000,35000,"35000","false",""
883371,"RESPOND-A",999810623,"","Cyprus police","","false","PUB","Presidential Palace Street","1081","Nicosia","CY","CY000","35.1554534,33.3475976726927","http://www.police.gov.cy","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999810623/883371","2023-12-28 13:26:14",1906017,24,"participant",52500,52500,"52500","false",""
883371,"RESPOND-A",933973716,"EL090197140","DIMOS EGALEO","MUNICIPALITY OF EGALEO","false","PUB","IERA ODOS 364 St. & KALVOU St.","122 43","EGALEO","EL","EL302","37.9862486,23.6841667","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/933973716/883371","2023-12-28 13:26:14",3098331,25,"participant",112500,112500,"112500","false",""
883371,"RESPOND-A",984507903,"ESP4625200C","AYUNTAMIENTO DE VALENCIA","","false","PUB","PLAZA AYUNTAMIENTO 1","46002","Valencia","ES","ES523","39.657479,-0.4239748","https://campusvalencia.webpol.info/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/984507903/883371","2023-12-28 13:26:14",1912605,23,"participant",173750,173750,"173750","false",""
883371,"RESPOND-A",983734231,"","Ministerio da Justica","MJMINISTRY OF JUSTICE","false","PUB","Praça do Comércio  s/n","1149-019","Lisboa","PT","PT1A0","38.7081921,-9.1368043","http://www.mj.gov.pt/sections/home","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983734231/883371","2023-12-28 13:26:14",1909374,30,"participant",0,0,"0","true",""
883371,"RESPOND-A",999611385,"EL090153025","YPOURGEIO ETHNIKIS AMYNAS","MINISTRY OF NATIONAL DEFENCE","false","PUB","MESOGION 227-231","15500","Holargos, Athens","EL","EL303","37.9226935,23.750136050000002","http://www.mod.mil.gr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999611385/883371","2023-12-28 13:26:14",1909388,29,"participant",85625,85625,"85625","false",""
883284,"7SHIELD",916613432,"EL090167877","ETHNIKI EPITROPI TILEPIKOINONION &TACHYDROMEION","NATIONAL TELECOMMUNICATIONS AND POST COMMISION","false","PUB","KIFISIAS 60","15125","Maroussi","EL","EL301","38.044744,23.805854","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916613432/883284","2023-12-19 19:34:23",1964870,15,"participant",88375,88375,"88375","false",""
883284,"7SHIELD",911255928,"","HELLENIC POLICE","HELLENIC POLICE","false","PUB","4 KANELLOPOULOU AVENUE","101 77","Athens","EL","EL303","37.9841493,23.7279843","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/911255928/883284","2023-12-19 19:34:23",1951790,19,"participant",94375,94375,"94375","false",""
831270,"KAIROS",920901996,"IT02521490215","IDM SUEDTIROL - ALTO ADIGE","IDM","false","PUB","PIAZZA DELLA PARROCCHIA 11","39100","BOLZANO","IT","ITH10","46.4981125,11.3547801","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/920901996/831270","2022-07-26 20:08:04",2579938,12,"participant",0,0,"0","true",""
831270,"KAIROS",918428787,"IT01716880214","ISTITUTO PER LA PROMOZIONE DELLO SVILUPPO ECONOMICO","INSTITUT FUR WIRTSCHAFTSFORDERUNG","false","PUB","VIA ALTO ADIGE 60","39100","Bolzano","IT","ITH10","46.4952135,11.3548122","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/918428787/831270","2022-07-26 20:08:04",2775670,11,"participant",0,0,"0","false","false"
831270,"KAIROS",946551900,"IT02935190302","CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI PORDENONE-UDINE","","false","PUB","VIA E MORPURGO N 4","33100","Udine","IT","ITH42","46.0606972,13.2364899","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/946551900/831270","2022-07-26 20:08:04",1971429,16,"participant",NA,0,"","false","false"
831270,"KAIROS",938727007,"IT02506030309","AZIENDA SPECIALE IMPRESE E TERRITORIO - I.TER","Azienda Speciale Imprese e Territorio","false","PUB","Via Morpurgo 4","33100","Udine","IT","ITH42","46.0606972,13.2364899","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938727007/831270","2022-07-26 20:08:04",2561390,4,"participant",0,0,"0","true","false"
831270,"KAIROS",944755169,"IT01586360933","CONCENTRO AZIENDA SPECIALE DELLA CAMERA DI COMMERCIO","CONCENTRO","false","PUB","CORSO VITTORIO EMANUELE II 56","33170","Pordenone","IT","ITH41","39.5642702,8.9474145","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944755169/831270","2022-07-26 20:08:04",2561391,5,"participant",0,0,"0","false","false"
871060,"EHRI-PP",987885928,"IL500500202","YAD VASHEM THE HOLOCAUST MARTYRS AND HEROES REMEMBRANCE AUTHORITY","YAD VASHEM","false","PUB","HAR HAZIKARON 4","91034","Jerusalem","IL","IL","31.78911765,35.2229730135452","http://www.yadvashem.org","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/987885928/871060","2024-01-04 18:06:09",2153885,4,"participant",358125,358125,"358125","false",""
871060,"EHRI-PP",989454030,"PL5252445827","ZYDOWSKI INSTYTUT HISTORYCZNY IM. EMANUELA RINGELBLUMA","ZIH","false","PUB","UL. TLOMACKIE 3/5","00 090","Warszawa","PL","PL911","52.2443827,21.0028409","http://www.jhi.pl","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/989454030/871060","2024-01-04 18:06:09",2153884,13,"participant",45525,45525,"45525","false",""
879695,"KAIROS",918428787,"IT01716880214","ISTITUTO PER LA PROMOZIONE DELLO SVILUPPO ECONOMICO","INSTITUT FUR WIRTSCHAFTSFORDERUNG","false","PUB","VIA ALTO ADIGE 60","39100","Bolzano","IT","ITH10","46.4952135,11.3548122","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/918428787/879695","2023-12-18 20:31:50",2775670,11,"participant",NA,0,"","false","false"
879695,"KAIROS",946551900,"IT02935190302","CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI PORDENONE-UDINE","","false","PUB","VIA E MORPURGO N 4","33100","Udine","IT","ITH42","46.0606972,13.2364899","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/946551900/879695","2023-12-18 20:31:50",1971429,16,"participant",NA,0,"","false","false"
879695,"KAIROS",944755169,"IT01586360933","CONCENTRO AZIENDA SPECIALE DELLA CAMERA DI COMMERCIO","CONCENTRO","false","PUB","CORSO VITTORIO EMANUELE II 56","33170","Pordenone","IT","ITH41","39.5642702,8.9474145","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944755169/879695","2023-12-18 20:31:50",2561391,5,"participant",NA,0,"","false","false"
870497,"PrimeWater",999538344,"","U.S. ENVIRONMENTAL PROTECTION AGENCY - EPA","","false","PUB","Ariel Rios Building, 1200 Pennsylvania Avenue, N.W.","20460","Washington","US","US","38.8949549,-77.0366456","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999538344/870497","2024-11-26 18:39:35",1945404,1,"internationalPartner",0,0,"0","false",""
870497,"PrimeWater",999507983,"SE202100069601","SVERIGES METEOROLOGISKA OCH HYDROLOGISKA INSTITUT","SMHI","false","PUB","FOLKBORGSVAGEN 1","601 76","NORRKOEPING","SE","SE123","58.5909124,16.1903511","https://www.smhi.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999507983/870497","2024-11-26 18:39:35",1906438,3,"participant",216250,216250,"216250","false",""
870497,"PrimeWater",925924947,"IT00140940925","ENTE ACQUE DELLA SARDEGNA","ENAS","false","PUB","VIA G MAMELI 88","09123","Cagliari","IT","ITG2F","39.22038815,9.10790566292","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/925924947/870497","2024-11-26 18:39:35",2677754,7,"participant",87000,87000,"87000","false",""
951768,"MARVEL",972740445,"CH360808","Ente Ospedaliero Cantonale","EOC","false","PUB","Vialle Officina  3","CH-6500","Bellinzona","CH","CH070","46.1918617,9.0204562","http://www.eoc.ch/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972740445/951768","2024-06-03 14:54:11",1933378,2,"participant",373758.5,373758.5,"373837,5","false",""
730005,"SPACE-O",999507983,"SE202100069601","SVERIGES METEOROLOGISKA OCH HYDROLOGISKA INSTITUT","SMHI","false","PUB","FOLKBORGSVAGEN 1","601 76","NORRKOEPING","SE","SE123","58.5909124,16.1903511","https://www.smhi.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999507983/730005","2023-09-13 11:14:45",1906438,3,"participant",312525,312525,"312525","false",""
730005,"SPACE-O",925924947,"IT00140940925","ENTE ACQUE DELLA SARDEGNA","ENAS","false","PUB","VIA G MAMELI 88","09123","Cagliari","IT","ITG2F","39.22038815,9.10790566292","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/925924947/730005","2023-09-13 11:14:45",2677754,8,"participant",129100,129100,"129100","false",""
788171,"R-I PEERS",939066604,"","HELLENIC REPUBLIC MINISTRY OF INTERIOR","","false","PUB","STADIOU 27","101 83","Athens","EL","EL303","37.9332857,23.7148728","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/939066604/788171","2023-12-11 12:20:29",1946892,10,"participant",42039.98,42039.98,"42039,98","true",""
788171,"R-I PEERS",951681939,"","AGENCE NATIONALE DE LA PROMOTION DE LA RECHERCHE SCIENTIFIQUE","ANPR","false","PUB","11 RUE DANTON CHAABENE LEBHOURI LAFAYETTE","1002","TUNIS","TN","TN","33.8439408,9.400138","http://www.anpr.tn","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951681939/788171","2023-12-11 12:20:29",1921062,9,"participant",113750,113750,"113750","false",""
788171,"R-I PEERS",916252204,"EL099012257","YPOURGEIO ERGASIAS KAI KOINONIKON YPOTHESEON","MINISTRY OF LABOR AND SOCIAL SECURITY","false","PUB","STADIOU 29","10437","Athens","EL","EL303","37.9755491,23.7277056","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916252204/788171","2023-12-11 12:20:29",1967037,11,"participant",93585.02,93585.02,"93585,02","false",""
101004221,"4S",913886083,"SE202100246001","LANSSTYRELSEN I VASTERBOTTEN LAN","COUNTY ADMINISTRATION OF VASTERBOT","false","PUB","STORGATAN 71B","90186","Umea","SE","SE331","63.8232393,20.275273446705217","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/913886083/101004221","2024-07-15 17:40:39",1948182,4,"participant",293562.5,293562.5,"293562,5","false",""
824550,"FORWARD",997656835,"","GOBIERNO DE CANARIAS","GOBCAN","false","PUB","Avenida José Manuel Guimerá 5","38071","Santa Cruz De Tenerife","ES","ES709","28.4597823,-16.2536377","https://www.gobcan.es","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997656835/824550","2024-02-01 15:23:27",2158345,1,"coordinator",170375,170375,"170375","false",""
824550,"FORWARD",952727405,"PT512069794","FUNDO REGIONAL DA CIENCIA E TECNOLOGIA","FRCT","false","PUB","LARGO DA MATRIZ 45-52","9500-094","Ponta Delgada","PT","PT200","37.7394344,-25.6683618","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952727405/824550","2024-02-01 15:23:27",2201934,2,"participant",252875,252875,"252875","false",""
824550,"FORWARD",974644458,"ESQ3500385D","CONSORCIO PARA EL DISENO, CONSTRUCCION, EQUIPAMIENTO Y EXPLOTACION DE LA PLATAFORMA OCEANICA DE CANARIAS","PLOCAN","false","PUB","CARRETERA DE TALIARTE","35200","Telde","ES","ES705","27.9913527,-15.3738294","http://www.plocan.eu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/974644458/824550","2024-02-01 15:23:27",1909474,12,"participant",128000,128000,"128000","false",""
824550,"FORWARD",906698674,"","COLLECTIVITE DE SAINT MARTIN","COLLECTIVITE D'OUTRE-MER DE SAINT MARTIN","false","PUB","COLLECTIVITE DE SAINT MARTIN","97150","Saint Martin","FR","FRY10","18.070152291429242,-63.07963619588156","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906698674/824550","2024-02-01 15:23:27",1955613,8,"participant",175271.25,175271.25,"175271,25","false",""
824550,"FORWARD",906340065,"","DEPARTEMENT DE MAYOTTE","","false","PUB","RUE DE L HOPITAL 8","97600","Mamoudzou","FR","FRY50","46.695931,-1.9213344","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906340065/824550","2024-02-01 15:23:27",1955616,9,"participant",157562.5,157562.5,"157562,5","false",""
824550,"FORWARD",906475671,"","CHAMBRE CONSULAIRE INTERPROFESSIONNELLE DE SAINT-MARTIN","","false","PUB","10 RUE JEAN JACQUES FAYEL","97150","Saint-Martin","FR","FRY10","18.06734447180744,-63.07564149721278","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906475671/824550","2024-02-01 15:23:27",1955625,23,"participant",119375,119375,"119375","false",""
824550,"FORWARD",906294766,"","COLLECTIVITE TERRITORIALE DE GUYANE","","false","PUB","HOTEL DE LA CTG CARREFOUR DE SUZINI 4179 ROUTE DE MONTABO","97305","Cayenne","FR","FRY30","4.929926143409335,-52.28795687039637","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906294766/824550","2024-02-01 15:23:27",1955608,6,"participant",238250,238250,"238250","false",""
824550,"FORWARD",905271222,"","COLLECTIVITE TERRITORIALE DE MARTINIQUE","CTM","false","PUB","HOTEL DE LA COLLECTIVITE RUE GASTON DEFFERRE CS 30137","97201","Fort De France","FR","FRY20","14.622526995643756,-61.080632061668226","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905271222/824550","2024-02-01 15:23:27",1955606,5,"participant",134750,134750,"134750","false",""
824550,"FORWARD",952562214,"","GUADELOUPE REGION","GUAD REGION","false","PUB","AV. PAUL LACAVE PETIT-PARIS","97100","Basse Terre","FR","FRY10","15.993189222046668,-61.719789942370994","http://www.cr-guadeloupe.fr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952562214/824550","2024-02-01 15:23:27",2201944,7,"participant",222381.25,222381.25,"222381,25","false",""
692523,"5TOI_4EWAS",951566703,"","AGENCE NATIONALE DE PROTECTION DE L'ENVIRONNEMENT","NEPA-ANPE","false","PUB","RUE 7051 CITE ESSALEM 15","1080","TUNIS","TN","TN","33.8439408,9.400138","https://www.anpe.nat.tn","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951566703/692523","2022-08-17 17:48:18",1952709,12,"participant",80775,80775,"80775","false",""
692523,"5TOI_4EWAS",951565733,"TN20174J","CHAMBRE DE COMMERCE ET D INDUSTRIE DU CENTRE","CCIC","false","PUB","CHEDLY KHAZNADAR STREET","4000","Sousse","TN","TN","35.828829,10.640525","https://www.ccicentre.org.tn","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951565733/692523","2022-08-17 17:48:18",1952706,21,"participant",61529.99,61529.99,"61529,99","false",""
692523,"5TOI_4EWAS",951705510,"","AGENCE NATIONALE DE VALORISATION DES RESULTATS DE LA RECHERCHE ET DU DEVELOPPEMENT TECHNOLOGIQUE","ANVREDET","false","PUB","AVENUE SLIMANE ASSELAH - EX ROBERTSEAU 23","16000","ALGER","DZ","DZ","36.775348,3.060065","http://www.anvredet.org.dz","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951705510/692523","2022-08-17 17:48:18",2210086,13,"participant",55375,55375,"55375","false",""
692523,"5TOI_4EWAS",933871478,"","ACCREDITATION AND QUALITY ASSURANCE COMMISSION","AQAC","false","PUB","ALMASYOUN - ALMAAHED STREET","","ramallah","PS","PS","31.9030821,35.1951741","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/933871478/692523","2022-08-17 17:48:18",2580252,18,"participant",56100,56100,"56100","false",""
692523,"5TOI_4EWAS",999824203,"","MINISTRY OF HIGHER EDUCATION AND SCIENTIFIC RESEARCH","MHESR","false","PUB","AVENUE MOHAMED V 50","1002","Tunis","TN","TN","36.8197984,10.1817394","http://www.mrstdc.gov.tn","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999824203/692523","2022-08-17 17:48:18",1905592,14,"participant",66175,66175,"66175","false",""
692523,"5TOI_4EWAS",999896565,"","MINISTERE DE  L'ENSEIGNEMENT SUPERIEUR, DE LA RECHERCHE SCIENTIFIQUE ET DE L'INNOVATION","","false","PUB","BOULEVARD MOHAMED LYAZIDI - HASSAN","10020","Rabat","MA","MA","33.9927212,-6.8428144","http://www.enssup.gov.ma/minrecherche.gov.ma/pin.edunet.ma","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999896565/692523","2022-08-17 17:48:18",1905600,23,"participant",50775,50775,"50775","false",""
965671,"BOOST",974644458,"ESQ3500385D","CONSORCIO PARA EL DISENO, CONSTRUCCION, EQUIPAMIENTO Y EXPLOTACION DE LA PLATAFORMA OCEANICA DE CANARIAS","PLOCAN","false","PUB","CARRETERA DE TALIARTE","35200","Telde","ES","ES705","27.9913527,-15.3738294","http://www.plocan.eu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/974644458/965671","2024-08-07 10:22:20",1909474,4,"participant",255633.18,255633.18,"255633,18","false",""
115924,"VAC2VAC",998217301,"","BUNDESINSTITUT FUR IMPFSTOFFE UND BIOMEDIZINISCHE ARZNEIMITTEL","PEI","false","PUB","PAUL-EHRLICH-STRASSE  51-59","63225","Langen","DE","DE71C","50.00627535,8.64854167508377","http://www.pei.de","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998217301/115924","2024-02-23 16:08:13",1906205,4,"participant",1e+06,1e+06,"1000000","false",""
115924,"VAC2VAC",998886601,"","MINISTERIE VAN VOLKSGEZONDHEID, WELZIJN EN SPORT","MINISTRY OF HEALTH, WELFARE AND SPORT","false","PUB","PARNASSUSPLEIN 5","2500 EJ","Den Haag","NL","NL332","52.0800614,4.320909","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998886601/115924","2024-02-23 16:08:13",1907356,8,"participant",1052105.36,1052105.36,"1052105,36","true",""
115924,"VAC2VAC",949831276,"NL823142802B01","AGENTSCHAP COLLEGE TER BEOORDELING VAN GENEESMIDDELEN","","false","PUB","GRAADT VAN ROGGENWEG 500","3531AH","Utrecht","NL","NL350","52.086185,5.1001632","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/949831276/115924","2024-02-23 16:08:13",2918462,21,"participant",0,0,"312500","false",""
875299,"UNICOM",963716438,"IT06909360635","AZIENDA OSPEDALIERA UNIVERSITARIA FEDERICO II","AOU FEDERICO II","false","PUB","VIA SERGIO PANSINI 5 DIREZIONE GENERALE EDIFICIO 11H","80131","Napoli","IT","ITF33","40.8359336,14.2487826","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/963716438/875299","2024-11-13 14:12:30",2972230,6,"participant",310000,310000,"310000","false",""
875299,"UNICOM",927696652,"","MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY","MHRA","false","PUB","10 South Colonnade, Canary Wharf","E14 4PU","London","UK","UKI42","51.4930545,-0.14651328176248002","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/927696652/875299","2024-11-13 14:12:30",1949748,39,"participant",31250,31250,"31250","false",""
875299,"UNICOM",923895416,"","STATENS LEGEMIDDELVERK","NORWEGIAN MEDICINES AGENCY","false","PUB","Grensesvingen 26","0213","Oslo","NO","NO","59.9439913,10.8582685","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923895416/875299","2024-11-13 14:12:30",2918488,36,"participant",637768.75,637768.75,"637768,75","false",""
875299,"UNICOM",999563952,"ESQ2827023I","AGENCIA ESPANOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS","AEMPS","false","PUB","c/ Campezo Edificio  8 1","28022","Madrid","ES","ES300","40.4167047,-3.7035825","http://www.aemps.gob.es/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999563952/875299","2024-11-13 14:12:30",2055194,3,"participant",910050,910050,"910050","false",""
875299,"UNICOM",952813541,"","HRVATSKI ZAVOD ZA ZDRAVSTVENO OSIGURANJE","HZZO","false","PUB","MARGARETSKA  3","10000","Zagreb","HR","HR050","45.8128066,15.9745504","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952813541/875299","2024-11-13 14:12:30",2423980,18,"participant",50368.1,50368.1,"50368,1","false",""
875299,"UNICOM",950932323,"PT509540716","SPMS - SERVICOS PARTILHADOS DO MINISTERIO DA SAUDE EPE","SPMS","false","PUB","AVENIDA DA REPUBLICA, 61","1050 189","Lisboa","PT","PT1A0","38.7077926,-9.136506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950932323/875299","2024-11-13 14:12:30",2348621,2,"participant",418862.5,418862.5,"598375","false",""
875299,"UNICOM",895885405,"EE101941259","TERVISE JA HEAOLU INFOSÜSTEEMIDE KESKUS","HEALTH AND WELFARE INFORMATION SYSTEMS CENTRE","false","PUB","Pärnu mnt 132","11317","Tallinn","EE","EE001","59.4257284,24.75032354311734","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/895885405/875299","2024-11-13 14:12:30",1970861,41,"participant",215718.39,215718.39,"215718,39","false",""
875299,"UNICOM",999654065,"IT12874720159","REGIONE LOMBARDIA","","false","PUB","PIAZZA CITTA DI LOMBARDIA 1","20124","Milano","IT","ITC4C","45.4860424,9.1959558","https://www.regione.lombardia.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999654065/875299","2024-11-13 14:12:30",1911367,30,"participant",112500,112500,"112500","false",""
875299,"UNICOM",941456684,"IE9584518G","HEALTH PRODUCTS REGULATORY AUTHORITY","HPRA","false","PUB","EARLSFORT CENTRE BLOCK A KEVIN O MALLEY HOUSE EARLSFORT TERRACE","2","Dublin","IE","IE041","53.3497645,-6.2602731","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941456684/875299","2024-11-13 14:12:30",2423855,16,"participant",510391.12,510391.12,"510391,12","false",""
